model,model_slug,qp,idx,cot_outcome,no_cot_outcome,cot_pred,no_cot_pred,ground_truth,no_cot_visible_reasoning,no_cot_refusal,no_cot_note
DeepSeek V4 Pro,deepseek-v4-pro,QP6,1024,correct,correct,6,6,6,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP6,1053,correct,correct,4,4,4,True,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP6,1059,incorrect,incorrect,n-2,n-2,\lfloor\frac{-1+\sqrt{1+8n}}{2}\rfloor,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP6,1067,correct,correct,41,41,41,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP6,1082,correct,correct,64,64,64,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP6,1134,correct,correct,320,320,320,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP6,1184,correct,correct,4,4,4,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP6,1189,correct,correct,1872,1872,1872,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP6,1199,correct,correct,\frac{\sqrt{7}}{12},\frac{\sqrt{7}}{12},\frac{\sqrt{7}}{12},False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP6,1207,correct,correct,72,72,72,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP6,1244,correct,correct,\frac{3\sqrt{11}}{2},\frac{3\sqrt{11}}{2},\frac{3\sqrt{11}}{2},False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP6,1256,correct,correct,1,1,1,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP6,1260,correct,correct,\frac{175}{1296},\frac{175}{1296},\frac{175}{1296},False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP6,1331,correct,correct,37,37,37,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP6,1342,correct,correct,470,470,470,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP6,1362,correct,correct,55,55,55,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP6,1401,correct,correct,\frac{1}{9},\frac{1}{9},\frac{1}{9},False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP6,1404,correct,correct,673,673,673,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP6,1459,correct,correct,899,899,899,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP6,1464,correct,correct,356,356,356,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP6,1470,correct,correct,\frac{592}{969},\frac{592}{969},\frac{592}{969},False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP6,1534,indeterminate,correct,,153,153,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP6,1541,correct,correct,153,153,153,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP6,1564,correct,correct,134610,134610,134610,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP6,1638,correct,correct,\frac{\pi}{4},\frac{\pi}{4},\frac{\pi}{4},False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP6,1671,correct,correct,1980,1980,1980,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP6,1683,correct,correct,26,26,26,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP6,1701,correct,correct,\frac{1-\sqrt{2}}{2},\frac{1-\sqrt{2}}{2},\frac{1-\sqrt{2}}{2},False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP6,1723,correct,correct,5,5,5,True,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP6,1724,correct,correct,12,12,12,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP6,1733,correct,correct,100,100,100,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP6,1758,correct,correct,225,225,225,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP6,1765,correct,correct,342,342,342,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP6,1768,correct,incorrect,35,29,35,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP6,1770,correct,correct,144,144,144,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP6,1774,correct,correct,3,3,3,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP6,1794,correct,correct,5460,5460,5460,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP6,1803,correct,correct,2-\frac{\pi}{2},2-\frac{\pi}{2},2-\frac{\pi}{2},False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP6,1815,correct,correct,\frac{2}{9},\frac{2}{9},\frac{2}{9},False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP6,1821,correct,correct,\frac{153}{1180},\frac{153}{1180},\frac{153}{1180},False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP6,1852,correct,correct,\frac{1}{1296},\frac{1}{1296},\frac{1}{1296},True,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP6,1938,correct,correct,\sqrt{3},\sqrt{3},\sqrt{3},False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP6,1953,correct,correct,\frac{5}{12},\frac{5}{12},\frac{5}{12},False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP6,2011,correct,correct,314,314,314,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP6,2034,correct,correct,\frac{5}{3},\frac{5}{3},\frac{5}{3},False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP6,2041,correct,correct,2^{2013}-6036,2^{2013}-6036,2^{2013}-6036,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP6,2074,correct,correct,7295,7295,7295,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP6,2090,correct,correct,\frac{2017}{2},\frac{2017}{2},\frac{2017}{2},False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP6,2115,correct,correct,820,820,820,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP6,2118,correct,correct,14,14,14,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP6,2128,correct,correct,\frac{108}{665},\frac{108}{665},\frac{108}{665},False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP6,2130,correct,correct,7,7,7,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP6,2133,correct,correct,\frac{163}{256},\frac{163}{256},\frac{163}{256},False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP6,2197,correct,correct,117,117,117,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP6,2201,correct,correct,71,71,71,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP6,2227,correct,correct,6,6,6,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP6,2242,correct,correct,0,0,0,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP6,2279,correct,correct,1,1,1,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP6,2291,correct,correct,\frac{1}{8},\frac{1}{8},\frac{1}{8},False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP6,2332,correct,correct,46,46,46,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP6,2350,correct,correct,56,56,56,True,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP6,2416,correct,correct,2,2,2,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP6,2447,correct,correct,5,5,5,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP6,2507,correct,correct,192,192,192,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP6,2524,correct,correct,83,83,83,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP6,2577,correct,correct,30,30,30,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP6,2637,correct,correct,\frac{4036082}{4036081},1+\frac{1}{2009^2},\frac{4036082}{4036081},False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP6,2673,correct,correct,\frac{3\pi}{8},\frac{3\pi}{8},\frac{3\pi}{8},False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP6,2748,correct,correct,\frac{1}{2n},\frac{1}{2n},\frac{1}{2n},False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP6,2752,indeterminate,incorrect,,F_{n+1},2^{n-1},True,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,30,indeterminate,incorrect,,(1)\10;\(2)\\frac{425}{8},6.25^2+3.75^2,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,64,incorrect,incorrect,45,45,{\angleNMB\cong45\cong\frac{\pi}{4}},False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,82,correct,correct,\frac{1}{12},\frac{1}{12},\frac{1}{12},True,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,89,correct,correct,33,33,33,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,190,correct,incorrect,\frac{1170}{19},\frac{13\pi}{38},\frac{1170}{19},True,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,224,correct,correct,\frac{846\sqrt{3}}{49},\frac{846\sqrt{3}}{49},\frac{846\sqrt{3}}{49},False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,254,correct,correct,436,436,436,True,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,258,correct,correct,10,10,10,True,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,280,correct,incorrect,17,15,17,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,303,correct,correct,729,729,729,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,323,correct,correct,21474836480,21474836480,327680\cdot2^{16},True,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,412,indeterminate,indeterminate,,,4002001,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,413,indeterminate,incorrect,,8,4,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,427,indeterminate,correct,,\frac{256}{7},\frac{256}{7},False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,530,indeterminate,indeterminate,,,1409,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,535,correct,correct,168+48\sqrt{7},168+48\sqrt{7},168+48\sqrt{7},False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,539,correct,correct,516,516,516,True,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,613,correct,correct,20160,20160,20160,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,627,incorrect,incorrect,663,126,105,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,650,correct,correct,2^{2016}(2^{2016}-1009),2^{4032}-1009\cdot2^{2016},2^{2015}\cdot(2^{2017}-2018),False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,742,correct,explicit_abstention,80,UNSURE,80,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,744,correct,correct,100,100,100,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,751,explicit_abstention,incorrect,UNSURE,\frac{5\pi}{2},\frac{2\pi-\sqrt{3}}{2},False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,760,correct,correct,5,5,5,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,855,correct,correct,24,24,24,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,873,explicit_abstention,explicit_abstention,UNSURE,UNSURE,\frac{1}{3}(3x)+\frac{2}{3}(9),False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,878,correct,correct,29,29,29,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,903,correct,correct,\frac{11}{3},\frac{11}{3},\frac{11}{3},False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,933,correct,incorrect,32,96,32,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,936,correct,correct,\frac{n^2-3n+4}{2},\frac{n^2-3n+4}{2},\binom{n}{2}-(n-2),False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,1024,correct,correct,6,6,6,True,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,1053,correct,correct,4,4,4,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,1059,incorrect,incorrect,n-2,n-2,\lfloor\frac{-1+\sqrt{1+8n}}{2}\rfloor,True,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,1067,correct,correct,41,41,41,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,1082,correct,correct,64,64,64,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,1134,correct,correct,320,320,320,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,1184,correct,correct,4,4,4,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,1189,correct,correct,1872,1872,1872,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,1199,correct,correct,\frac{\sqrt{7}}{12},\frac{\sqrt{7}}{12},\frac{\sqrt{7}}{12},False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,1207,correct,correct,72,72,72,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,1244,correct,correct,\frac{3\sqrt{11}}{2},\frac{3\sqrt{11}}{2},\frac{3\sqrt{11}}{2},False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,1256,correct,correct,1,1,1,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,1260,correct,correct,\frac{175}{1296},\frac{175}{1296},\frac{175}{1296},False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,1331,correct,correct,37,37,37,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,1342,correct,correct,470,470,470,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,1362,correct,correct,55,55,55,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,1401,correct,correct,\frac{1}{9},\frac{1}{9},\frac{1}{9},False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,1404,correct,correct,673,673,673,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,1459,correct,correct,899,899,899,True,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,1464,correct,correct,356,356,356,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,1470,correct,correct,\frac{592}{969},\frac{592}{969},\frac{592}{969},False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,1534,correct,correct,153,153,153,True,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,1541,correct,correct,153,153,153,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,1564,correct,correct,134610,134610,134610,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,1638,correct,correct,\frac{\pi}{4},\frac{\pi}{4},\frac{\pi}{4},False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,1671,correct,correct,1980,1980,1980,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,1683,correct,correct,26,26,26,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,1701,correct,correct,\frac{1-\sqrt{2}}{2},\frac{1-\sqrt{2}}{2},\frac{1-\sqrt{2}}{2},False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,1723,correct,correct,5,5,5,True,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,1724,correct,correct,12,12,12,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,1733,correct,correct,100,100,100,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,1758,correct,correct,225,225,225,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,1765,correct,correct,342,342,342,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,1768,correct,correct,35,35,35,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,1770,correct,correct,144,144,144,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,1774,correct,correct,3,3,3,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,1794,correct,correct,5460,5460,5460,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,1803,correct,correct,2-\frac{\pi}{2},\frac{4-\pi}{2},2-\frac{\pi}{2},False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,1815,correct,correct,\frac{2}{9},\frac{2}{9},\frac{2}{9},False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,1821,correct,correct,\frac{153}{1180},\frac{153}{1180},\frac{153}{1180},False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,1852,correct,correct,\frac{1}{1296},\frac{1}{1296},\frac{1}{1296},False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,1938,correct,correct,\sqrt{3},\sqrt{3},\sqrt{3},False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,1953,correct,correct,\frac{5}{12},\frac{5}{12},\frac{5}{12},False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,2011,correct,correct,314,314,314,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,2034,correct,correct,\frac{5}{3},\frac{5}{3},\frac{5}{3},False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,2041,correct,correct,2^{2013}-6036,2^{2013}-6036,2^{2013}-6036,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,2074,incorrect,correct,14590,7295,7295,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,2090,correct,correct,\frac{2017}{2},\frac{2017}{2},\frac{2017}{2},False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,2115,correct,correct,820,820,820,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,2118,correct,correct,14,14,14,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,2128,correct,correct,\frac{108}{665},\frac{108}{665},\frac{108}{665},False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,2130,correct,correct,7,7,7,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,2133,correct,correct,\frac{163}{256},\frac{163}{256},\frac{163}{256},False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,2197,correct,correct,117,117,117,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,2201,correct,correct,71,71,71,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,2227,correct,correct,6,6,6,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,2242,correct,correct,0,0,0,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,2279,correct,correct,1,1,1,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,2291,correct,correct,\frac{1}{8},\frac{1}{8},\frac{1}{8},False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,2332,correct,correct,46,46,46,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,2350,correct,correct,56,56,56,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,2416,correct,correct,2,2,2,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,2447,correct,correct,5,5,5,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,2507,correct,correct,192,192,192,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,2524,correct,correct,83,83,83,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,2577,correct,correct,30,30,30,False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,2637,correct,correct,\frac{4036082}{4036081},\frac{4036082}{4036081},\frac{4036082}{4036081},False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,2673,correct,correct,\frac{3\pi}{8},\frac{3\pi}{8},\frac{3\pi}{8},False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,2748,correct,correct,\frac{1}{2n},\frac{1}{2n},\frac{1}{2n},False,False,
DeepSeek V4 Pro,deepseek-v4-pro,QP7,2752,incorrect,indeterminate,"F_{n+2}-1,whereF_kisthek-Fibonacci(F_1=F_2=1)",,2^{n-1},False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,30,incorrect,incorrect,"10,25","20,100",6.25^2+3.75^2,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,64,incorrect,incorrect,\arctan(1/2),45,{\angleNMB\cong45\cong\frac{\pi}{4}},False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,82,incorrect,incorrect,\frac{1}{16},\frac{1}{n^4}-\frac{1}{n^5},\frac{1}{12},False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,89,correct,incorrect,33,76,33,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,190,incorrect,incorrect,\frac{720}{19},40,\frac{1170}{19},False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,224,incorrect,incorrect,\frac{702\sqrt{3}}{49},12\sqrt{3},\frac{846\sqrt{3}}{49},False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,254,incorrect,incorrect,104,28,436,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,258,incorrect,incorrect,100,100,10,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,280,incorrect,incorrect,14,10,17,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,303,incorrect,incorrect,302,45,729,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,323,incorrect,incorrect,23781785600,2^{16}\cdot17!/(2^{16}\cdot8!\cdot8!),327680\cdot2^{16},False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,412,incorrect,incorrect,17804213,17888267,4002001,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,413,incorrect,incorrect,1,2,4,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,427,incorrect,incorrect,37.5,56.25,\frac{256}{7},False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,530,incorrect,incorrect,1073741824,1,1409,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,535,incorrect,incorrect,126,126,168+48\sqrt{7},False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,539,incorrect,incorrect,1,101,516,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,613,incorrect,incorrect,33600,280,20160,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,627,incorrect,incorrect,126,126,105,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,650,correct,correct,2^{4031}-2016\cdot2^{2016},2^{2016}-1,2^{2015}\cdot(2^{2017}-2018),False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,742,incorrect,explicit_abstention,100,UNSURE,80,True,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,744,incorrect,explicit_abstention,8,UNSURE,100,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,751,incorrect,incorrect,\frac{5\pi}{2},\frac{\pi}{2}-\frac{\sqrt{3}}{4},\frac{2\pi-\sqrt{3}}{2},False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,760,correct,incorrect,5,1,5,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,855,incorrect,incorrect,27,85,24,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,873,incorrect,explicit_abstention,3(x+6),UNSURE,\frac{1}{3}(3x)+\frac{2}{3}(9),False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,878,incorrect,incorrect,63+\sqrt{\frac{27}{128}},62,29,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,903,correct,incorrect,\frac{11}{3},2,\frac{11}{3},False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,933,incorrect,incorrect,7,6,32,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,936,incorrect,incorrect,\lfloor\frac{(n-1)^2}{4}\rfloor,\binom{n-2}{2},\binom{n}{2}-(n-2),False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,1024,correct,correct,6,6,6,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,1053,incorrect,incorrect,3,3,4,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,1059,incorrect,incorrect,n-1,n-1,\lfloor\frac{-1+\sqrt{1+8n}}{2}\rfloor,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,1067,correct,incorrect,41,13,41,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,1082,correct,correct,64,64,64,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,1134,incorrect,incorrect,260,180,320,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,1184,correct,correct,4,4,4,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,1189,correct,incorrect,1872,6000,1872,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,1199,incorrect,incorrect,\frac{1}{4},\frac{\sqrt{2}}{4},\frac{\sqrt{7}}{12},False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,1207,correct,incorrect,72,150,72,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,1244,correct,incorrect,\frac{3\sqrt{11}}{2},\frac{9\sqrt{3}}{2},\frac{3\sqrt{11}}{2},False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,1256,correct,incorrect,1,0,1,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,1260,correct,incorrect,\frac{175}{1296},\frac{19}{144},\frac{175}{1296},False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,1331,correct,incorrect,37,36.9369369369,37,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,1342,correct,correct,470,470,470,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,1362,correct,incorrect,55,50,55,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,1401,correct,explicit_abstention,\frac{1}{9},UNSURE,\frac{1}{9},False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,1404,correct,incorrect,673,416,673,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,1459,correct,incorrect,899,-27,899,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,1464,correct,incorrect,356,176,356,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,1470,correct,incorrect,\frac{592}{969},\frac{85}{204},\frac{592}{969},False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,1534,correct,incorrect,153,65,153,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,1541,correct,correct,153,153,153,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,1564,incorrect,explicit_abstention,88690,UNSURE,134610,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,1638,correct,correct,\frac{\pi}{4},\frac{\pi}{4},\frac{\pi}{4},False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,1671,correct,incorrect,1980,1760,1980,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,1683,correct,correct,26,26,26,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,1701,correct,incorrect,\frac{1-\sqrt{2}}{2},-1,\frac{1-\sqrt{2}}{2},False,False,
