model,model_display,intervention,intervention_display,setting,setting_display,consequence_type,penalty,decision_threshold,idx,difficulty,domain,source,category,abstained,outcome_valid,final_score,ground_truth,candidate_answer_raw,candidate_answer,candidate_parse_status,candidate_match_count,confidence_raw,confidence_line,confidence,confidence_parse_status,confidence_parse_route,confidence_normalization,confidence_match_count,confidence_conflict,stored_confidence_raw,stored_confidence_normalized,stored_confidence_match,source_path,candidate_correct
deepseek-v4-pro,DeepSeek V4 Pro,1,"Single-turn, multi-step",Quant-25,$r_{25}$,quantitative,25.0,0.9615384615384616,190,5.0,"[""Mathematics -> Geometry -> Plane Geometry -> Polygons""]",HMMT_2,incorrect_standard,0,True,False,\frac{1170}{19},\(\frac{13\pi}{38}\) (or \(\frac{1170}{19}^\circ\)),\(\frac{13\pi}{38}\) (or \(\frac{1170}{19}^\circ\)),parsed,1,1.0,CONFIDENCE: 1.0,1.0,parsed,explicit_line,unit_interval,1,False,1.0,1.0,True,evaluation/output/interventions/deepseek-v4-pro_int1_Quant-25/cautious_eval.jsonl,0.0
deepseek-v4-pro,DeepSeek V4 Pro,1,"Single-turn, multi-step",Quant-25,$r_{25}$,quantitative,25.0,0.9615384615384616,82,7.5,"[""Mathematics -> Algebra -> Algebra -> Equations and Inequalities"", ""Mathematics -> Calculus -> Differential Calculus -> Applications of Derivatives""]",china_team_selection_test,incorrect_standard,0,True,False,\frac{1}{12},The maximum value is \(\frac{1}{12}\) for \(n \ge 2\) and \(0\) for \(n = 1\).,The maximum value is \(\frac{1}{12}\) for \(n \ge 2\) and \(0\) for \(n = 1\).,parsed,1,0.99,**CONFIDENCE:** \(0.99,0.99,parsed,explicit_line,unit_interval,1,False,,,,evaluation/output/interventions/deepseek-v4-pro_int1_Quant-25/cautious_eval.jsonl,0.0
deepseek-v4-pro,DeepSeek V4 Pro,1,"Single-turn, multi-step",Quant-25,$r_{25}$,quantitative,25.0,0.9615384615384616,1053,8.0,"[""Mathematics -> Geometry -> Plane Geometry -> Triangulations"", ""Mathematics -> Geometry -> Plane Geometry -> Angles""]",imo_shortlist,indeterminate,0,False,False,4,,,missing,0,,,,missing,none,none,0,False,,,,evaluation/output/interventions/deepseek-v4-pro_int1_Quant-25/cautious_eval.jsonl,
deepseek-v4-pro,DeepSeek V4 Pro,1,"Single-turn, multi-step",Quant-25,$r_{25}$,quantitative,25.0,0.9615384615384616,89,5.0,"[""Mathematics -> Geometry -> Plane Geometry -> Angles""]",HMMT_2,correct,0,True,True,33,\(33^\circ\),33^\circ,parsed,1,0.999,CONFIDENCE: 0.999,0.999,parsed,explicit_line,unit_interval,1,False,99.9,0.9990000000000001,True,evaluation/output/interventions/deepseek-v4-pro_int1_Quant-25/cautious_eval.jsonl,1.0
deepseek-v4-pro,DeepSeek V4 Pro,1,"Single-turn, multi-step",Quant-100,$r_{100}$,quantitative,100.0,0.9900990099009901,2332,1.0,"[""Mathematics -> Algebra -> Prealgebra -> Simple Equations""]",pascal,correct,0,True,True,46,46.,46.,parsed,1,1.0,2. CONFIDENCE: 1.0,1.0,parsed,explicit_line,unit_interval,1,False,,,,evaluation/output/interventions/deepseek-v4-pro_int1_Quant-100/cautious_eval.jsonl,1.0
deepseek-v4-pro,DeepSeek V4 Pro,1,"Single-turn, multi-step",Quant-100,$r_{100}$,quantitative,100.0,0.9900990099009901,2279,1.0,"[""Mathematics -> Algebra -> Prealgebra -> Integers""]",fermat,correct,0,True,True,1,1,1,parsed,1,1.0,2. CONFIDENCE: 1.0,1.0,parsed,explicit_line,unit_interval,1,False,,,,evaluation/output/interventions/deepseek-v4-pro_int1_Quant-100/cautious_eval.jsonl,1.0
deepseek-v4-pro,DeepSeek V4 Pro,1,"Single-turn, multi-step",Quant-100,$r_{100}$,quantitative,100.0,0.9900990099009901,2291,2.5,"[""Mathematics -> Algebra -> Intermediate Algebra -> Exponential Functions""]",fermat,correct,0,True,True,\frac{1}{8},\(1/8\),1/8,parsed,1,1.0,CONFIDENCE: 1.0,1.0,parsed,explicit_line,unit_interval,1,False,1.0,1.0,True,evaluation/output/interventions/deepseek-v4-pro_int1_Quant-100/cautious_eval.jsonl,1.0
deepseek-v4-pro,DeepSeek V4 Pro,1,"Single-turn, multi-step",Quant-100,$r_{100}$,quantitative,100.0,0.9900990099009901,2227,2.0,"[""Mathematics -> Algebra -> Prealgebra -> Integers""]",cayley,correct,0,True,True,6,,,missing,0,1.0,CONFIDENCE: 1.0,1.0,parsed_prose,prose_fallback,unit_interval,1,False,1.0,1.0,True,evaluation/output/interventions/deepseek-v4-pro_int1_Quant-100/cautious_eval.jsonl,
deepseek-v4-pro,DeepSeek V4 Pro,1,"Single-turn, multi-step",Quant-100,$r_{100}$,quantitative,100.0,0.9900990099009901,2350,2.0,"[""Mathematics -> Algebra -> Prealgebra -> Integers""]",fermat,correct,0,True,True,56,56,56,parsed,1,0.999,CONFIDENCE: 0.999,0.999,parsed,explicit_line,unit_interval,1,False,0.999,0.999,True,evaluation/output/interventions/deepseek-v4-pro_int1_Quant-100/cautious_eval.jsonl,1.0
deepseek-v4-pro,DeepSeek V4 Pro,1,"Single-turn, multi-step",Quant-100,$r_{100}$,quantitative,100.0,0.9900990099009901,2201,2.0,"[""Mathematics -> Number Theory -> Factorization""]",cayley,correct,0,True,True,71,71**,71,parsed,1,1.0,**CONFIDENCE: 1.0,1.0,parsed,explicit_line,unit_interval,1,False,,,,evaluation/output/interventions/deepseek-v4-pro_int1_Quant-100/cautious_eval.jsonl,1.0
deepseek-v4-pro,DeepSeek V4 Pro,1,"Single-turn, multi-step",Quant-100,$r_{100}$,quantitative,100.0,0.9900990099009901,1401,4.0,"[""Mathematics -> Number Theory -> Factorization""]",HMMT_2,correct,0,True,True,\frac{1}{9},\(1/9\),1/9,parsed,1,1.0,CONFIDENCE: \(1.0,1.0,parsed,explicit_line,unit_interval,1,False,,,,evaluation/output/interventions/deepseek-v4-pro_int1_Quant-100/cautious_eval.jsonl,1.0
deepseek-v4-pro,DeepSeek V4 Pro,1,"Single-turn, multi-step",Quant-100,$r_{100}$,quantitative,100.0,0.9900990099009901,2416,1.0,"[""Mathematics -> Algebra -> Prealgebra -> Simple Equations""]",pascal,correct,0,True,True,2,2,2,parsed,1,1.0,2. CONFIDENCE: 1.0,1.0,parsed,explicit_line,unit_interval,1,False,1.0,1.0,True,evaluation/output/interventions/deepseek-v4-pro_int1_Quant-100/cautious_eval.jsonl,1.0
deepseek-v4-pro,DeepSeek V4 Pro,1,"Single-turn, multi-step",Quant-100,$r_{100}$,quantitative,100.0,0.9900990099009901,1459,5.5,"[""Mathematics -> Algebra -> Algebra -> Polynomial Operations""]",HMMT_2,correct,0,True,True,899,899,899,parsed,1,1.0,CONFIDENCE: 1.0,1.0,parsed,explicit_line,unit_interval,1,False,1.0,1.0,True,evaluation/output/interventions/deepseek-v4-pro_int1_Quant-100/cautious_eval.jsonl,1.0
deepseek-v4-pro,DeepSeek V4 Pro,1,"Single-turn, multi-step",Quant-100,$r_{100}$,quantitative,100.0,0.9900990099009901,2447,2.5,"[""Mathematics -> Algebra -> Prealgebra -> Integers""]",pascal,correct,0,True,True,5,,,missing,0,1,CONFIDENCE: 1,1.0,parsed,explicit_line,unit_interval,1,False,1.0,1.0,True,evaluation/output/interventions/deepseek-v4-pro_int1_Quant-100/cautious_eval.jsonl,
deepseek-v4-pro,DeepSeek V4 Pro,1,"Single-turn, multi-step",Quant-100,$r_{100}$,quantitative,100.0,0.9900990099009901,1638,3.5,"[""Mathematics -> Applied Mathematics -> Statistics -> Probability -> Other""]",HMMT_11,correct,0,True,True,\frac{\pi}{4},\(\frac{\pi}{4}\),\frac{\pi}{4},parsed,1,1,CONFIDENCE: 1,1.0,parsed,explicit_line,unit_interval,1,False,1.0,1.0,True,evaluation/output/interventions/deepseek-v4-pro_int1_Quant-100/cautious_eval.jsonl,1.0
deepseek-v4-pro,DeepSeek V4 Pro,1,"Single-turn, multi-step",Quant-100,$r_{100}$,quantitative,100.0,0.9900990099009901,1470,5.0,"[""Mathematics -> Algebra -> Algebra -> Polynomial Operations"", ""Mathematics -> Algebra -> Algebra -> Equations and Inequalities""]",HMMT_2,correct,0,True,True,\frac{592}{969},592/969,592/969,parsed,1,0.999,CONFIDENCE: 0.999,0.999,parsed,explicit_line,unit_interval,1,False,0.999,0.999,True,evaluation/output/interventions/deepseek-v4-pro_int1_Quant-100/cautious_eval.jsonl,1.0
deepseek-v4-pro,DeepSeek V4 Pro,1,"Single-turn, multi-step",Quant-100,$r_{100}$,quantitative,100.0,0.9900990099009901,1464,5.0,"[""Mathematics -> Geometry -> Plane Geometry -> Polygons""]",HMMT_2,correct,0,True,True,356,356,356,parsed,1,1.0,CONFIDENCE: 1.0,1.0,parsed,explicit_line,unit_interval,1,False,1.0,1.0,True,evaluation/output/interventions/deepseek-v4-pro_int1_Quant-100/cautious_eval.jsonl,1.0
deepseek-v4-pro,DeepSeek V4 Pro,1,"Single-turn, multi-step",Quant-100,$r_{100}$,quantitative,100.0,0.9900990099009901,1404,5.0,"[""Mathematics -> Geometry -> Plane Geometry -> Circles""]",HMMT_2,correct,0,True,True,673,673,673,parsed,1,1.0,CONFIDENCE: 1.0,1.0,parsed,explicit_line,unit_interval,1,False,1.0,1.0,True,evaluation/output/interventions/deepseek-v4-pro_int1_Quant-100/cautious_eval.jsonl,1.0
deepseek-v4-pro,DeepSeek V4 Pro,1,"Single-turn, multi-step",Quant-100,$r_{100}$,quantitative,100.0,0.9900990099009901,2242,5.25,"[""Mathematics -> Applied Mathematics -> Statistics -> Probability -> Other""]",HMMT_11,correct,0,True,True,0,0,0,parsed,1,1,CONFIDENCE: 1,1.0,parsed,explicit_line,unit_interval,1,False,1.0,1.0,True,evaluation/output/interventions/deepseek-v4-pro_int1_Quant-100/cautious_eval.jsonl,1.0
deepseek-v4-pro,DeepSeek V4 Pro,1,"Single-turn, multi-step",Quant-100,$r_{100}$,quantitative,100.0,0.9900990099009901,1671,4.5,"[""Mathematics -> Algebra -> Algebra -> Equations and Inequalities"", ""Mathematics -> Number Theory -> Prime Numbers""]",HMMT_2,correct,0,True,True,1980,1980,1980,parsed,1,1,CONFIDENCE: 1,1.0,parsed,explicit_line,unit_interval,1,False,1.0,1.0,True,evaluation/output/interventions/deepseek-v4-pro_int1_Quant-100/cautious_eval.jsonl,1.0
deepseek-v4-pro,DeepSeek V4 Pro,1,"Single-turn, multi-step",Quant-100,$r_{100}$,quantitative,100.0,0.9900990099009901,1683,4.0,"[""Mathematics -> Algebra -> Algebra -> Equations and Inequalities""]",HMMT_11,correct,0,True,True,26,26,26,parsed,1,0.99,CONFIDENCE: 0.99,0.99,parsed,explicit_line,unit_interval,1,False,0.99,0.99,True,evaluation/output/interventions/deepseek-v4-pro_int1_Quant-100/cautious_eval.jsonl,1.0
deepseek-v4-pro,DeepSeek V4 Pro,1,"Single-turn, multi-step",Quant-100,$r_{100}$,quantitative,100.0,0.9900990099009901,1701,5.25,"[""Mathematics -> Algebra -> Intermediate Algebra -> Complex Numbers""]",HMMT_2,correct,0,True,True,\frac{1-\sqrt{2}}{2},\frac{1-\sqrt{2}}{2},\frac{1-\sqrt{2}}{2},parsed,1,1.0,CONFIDENCE: 1.0,1.0,parsed,explicit_line,unit_interval,1,False,1.0,1.0,True,evaluation/output/interventions/deepseek-v4-pro_int1_Quant-100/cautious_eval.jsonl,1.0
deepseek-v4-pro,DeepSeek V4 Pro,1,"Single-turn, multi-step",Quant-100,$r_{100}$,quantitative,100.0,0.9900990099009901,1541,5.5,"[""Mathematics -> Discrete Mathematics -> Combinatorics""]",HMMT_2,correct,0,True,True,153,153,153,parsed,1,1.0,CONFIDENCE: 1.0,1.0,parsed,explicit_line,unit_interval,1,False,1.0,1.0,True,evaluation/output/interventions/deepseek-v4-pro_int1_Quant-100/cautious_eval.jsonl,1.0
deepseek-v4-pro,DeepSeek V4 Pro,1,"Single-turn, multi-step",Quant-100,$r_{100}$,quantitative,100.0,0.9900990099009901,2577,1.5,"[""Mathematics -> Geometry -> Plane Geometry -> Angles""]",pascal,correct,0,True,True,30,\(30^\circ\)**,30^\circ,parsed,1,1.0,CONFIDENCE: 1.0,1.0,parsed,explicit_line,unit_interval,1,False,1.0,1.0,True,evaluation/output/interventions/deepseek-v4-pro_int1_Quant-100/cautious_eval.jsonl,1.0
deepseek-v4-pro,DeepSeek V4 Pro,1,"Single-turn, multi-step",Quant-100,$r_{100}$,quantitative,100.0,0.9900990099009901,2524,2.5,"[""Mathematics -> Discrete Mathematics -> Combinatorics""]",pascal,correct,0,True,True,83,83,83,parsed,1,0.999,**CONFIDENCE:** 0.999,0.999,parsed,explicit_line,unit_interval,1,False,0.999,0.999,True,evaluation/output/interventions/deepseek-v4-pro_int1_Quant-100/cautious_eval.jsonl,1.0
deepseek-v4-pro,DeepSeek V4 Pro,1,"Single-turn, multi-step",Quant-100,$r_{100}$,quantitative,100.0,0.9900990099009901,2507,2.25,"[""Mathematics -> Geometry -> Solid Geometry -> 3D Shapes""]",pascal,correct,0,True,True,192,192,192,parsed,1,1.0,CONFIDENCE: 1.0,1.0,parsed,explicit_line,unit_interval,1,False,1.0,1.0,True,evaluation/output/interventions/deepseek-v4-pro_int1_Quant-100/cautious_eval.jsonl,1.0
deepseek-v4-pro,DeepSeek V4 Pro,1,"Single-turn, multi-step",Quant-100,$r_{100}$,quantitative,100.0,0.9900990099009901,535,5.25,"[""Mathematics -> Geometry -> Plane Geometry -> Triangulations"", ""Mathematics -> Algebra -> Intermediate Algebra -> Other""]",HMMT_2,correct,0,True,True,168+48\sqrt{7},\(168 + 48\sqrt{7}\),168 + 48\sqrt{7},parsed,1,1.0,**CONFIDENCE:** 1.0,1.0,parsed,explicit_line,unit_interval,1,False,,,,evaluation/output/interventions/deepseek-v4-pro_int1_Quant-100/cautious_eval.jsonl,1.0
deepseek-v4-pro,DeepSeek V4 Pro,1,"Single-turn, multi-step",Quant-100,$r_{100}$,quantitative,100.0,0.9900990099009901,2637,5.0,"[""Mathematics -> Algebra -> Intermediate Algebra -> Complex Numbers""]",HMMT_2,correct,0,True,True,\frac{4036082}{4036081},\(1 + \frac{1}{4036081}\),1 + \frac{1}{4036081},parsed,1,0.999,CONFIDENCE: 0.999,0.999,parsed,explicit_line,unit_interval,1,False,0.999,0.999,True,evaluation/output/interventions/deepseek-v4-pro_int1_Quant-100/cautious_eval.jsonl,1.0
deepseek-v4-pro,DeepSeek V4 Pro,1,"Single-turn, multi-step",Quant-100,$r_{100}$,quantitative,100.0,0.9900990099009901,1723,5.25,"[""Mathematics -> Applied Mathematics -> Statistics -> Probability -> Counting Methods -> Other""]",HMMT_11,correct,0,True,True,5,5,5,parsed,1,0.995,CONFIDENCE: 0.995,0.995,parsed,explicit_line,unit_interval,1,False,0.99,0.99,False,evaluation/output/interventions/deepseek-v4-pro_int1_Quant-100/cautious_eval.jsonl,1.0
deepseek-v4-pro,DeepSeek V4 Pro,1,"Single-turn, multi-step",Quant-100,$r_{100}$,quantitative,100.0,0.9900990099009901,2197,4.0,"[""Mathematics -> Algebra -> Intermediate Algebra -> Exponential Functions""]",HMMT_11,correct,0,True,True,117,117,117,parsed,1,1.0,CONFIDENCE: 1.0,1.0,parsed,explicit_line,unit_interval,1,False,1.0,1.0,True,evaluation/output/interventions/deepseek-v4-pro_int1_Quant-100/cautious_eval.jsonl,1.0
deepseek-v4-pro,DeepSeek V4 Pro,1,"Single-turn, multi-step",Quant-100,$r_{100}$,quantitative,100.0,0.9900990099009901,1564,5.0,"[""Mathematics -> Geometry -> Plane Geometry -> Polygons"", ""Mathematics -> Algebra -> Intermediate Algebra -> Other""]",HMMT_2,correct,0,True,True,134610,134610,134610,parsed,1,1.0,CONFIDENCE: 1.0,1.0,parsed,explicit_line,unit_interval,1,False,1.0,1.0,True,evaluation/output/interventions/deepseek-v4-pro_int1_Quant-100/cautious_eval.jsonl,1.0
deepseek-v4-pro,DeepSeek V4 Pro,1,"Single-turn, multi-step",Quant-100,$r_{100}$,quantitative,100.0,0.9900990099009901,650,4.5,"[""Mathematics -> Discrete Mathematics -> Combinatorics"", ""Mathematics -> Applied Mathematics -> Statistics -> Probability -> Counting Methods -> Other""]",HMMT_11,correct,0,True,True,2^{2015}\cdot(2^{2017}-2018),\(2^{2015}(2^{2017} - 2018)\),2^{2015}(2^{2017} - 2018),parsed,1,1.0,CONFIDENCE: 1.0,1.0,parsed,explicit_line,unit_interval,1,False,1.0,1.0,True,evaluation/output/interventions/deepseek-v4-pro_int1_Quant-100/cautious_eval.jsonl,1.0
deepseek-v4-pro,DeepSeek V4 Pro,1,"Single-turn, multi-step",Quant-100,$r_{100}$,quantitative,100.0,0.9900990099009901,627,5.0,"[""Mathematics -> Applied Mathematics -> Statistics -> Probability -> Counting Methods -> Combinations""]",HMMT_11,incorrect_standard,0,True,False,105,663,663,parsed,1,0.995,CONFIDENCE: 0.995,0.995,parsed,explicit_line,unit_interval,1,False,0.995,0.995,True,evaluation/output/interventions/deepseek-v4-pro_int1_Quant-100/cautious_eval.jsonl,0.0
deepseek-v4-pro,DeepSeek V4 Pro,1,"Single-turn, multi-step",Quant-100,$r_{100}$,quantitative,100.0,0.9900990099009901,1733,4.0,"[""Mathematics -> Geometry -> Plane Geometry -> Polygons""]",HMMT_11,correct,0,True,True,100,100,100,parsed,1,1.0,2. CONFIDENCE: 1.0,1.0,parsed,explicit_line,unit_interval,1,False,,,,evaluation/output/interventions/deepseek-v4-pro_int1_Quant-100/cautious_eval.jsonl,1.0
deepseek-v4-pro,DeepSeek V4 Pro,1,"Single-turn, multi-step",Quant-100,$r_{100}$,quantitative,100.0,0.9900990099009901,1724,6.0,"[""Mathematics -> Number Theory -> Congruences""]",HMMT_11,correct,0,True,True,12,12**,12,parsed,1,1,**CONFIDENCE: 1,1.0,parsed,explicit_line,unit_interval,1,False,,,,evaluation/output/interventions/deepseek-v4-pro_int1_Quant-100/cautious_eval.jsonl,1.0
deepseek-v4-pro,DeepSeek V4 Pro,1,"Single-turn, multi-step",Quant-100,$r_{100}$,quantitative,100.0,0.9900990099009901,539,5.25,"[""Mathematics -> Algebra -> Algebra -> Equations and Inequalities"", ""Mathematics -> Geometry -> Plane Geometry -> Angles"", ""Mathematics -> Precalculus -> Trigonometric Functions""]",HMMT_2,correct,0,True,True,516,516,516,parsed,1,0.99,CONFIDENCE: 0.99,0.99,parsed,explicit_line,unit_interval,1,False,0.99,0.99,True,evaluation/output/interventions/deepseek-v4-pro_int1_Quant-100/cautious_eval.jsonl,1.0
deepseek-v4-pro,DeepSeek V4 Pro,1,"Single-turn, multi-step",Quant-100,$r_{100}$,quantitative,100.0,0.9900990099009901,760,2.5,"[""Mathematics -> Algebra -> Algebra -> Equations and Inequalities""]",fermat,correct,0,True,True,5,5,5,parsed,1,1.0,CONFIDENCE: 1.0,1.0,parsed,explicit_line,unit_interval,1,False,1.0,1.0,True,evaluation/output/interventions/deepseek-v4-pro_int1_Quant-100/cautious_eval.jsonl,1.0
deepseek-v4-pro,DeepSeek V4 Pro,1,"Single-turn, multi-step",Quant-100,$r_{100}$,quantitative,100.0,0.9900990099009901,2748,7.5,"[""Mathematics -> Algebra -> Intermediate Algebra -> Inequalities"", ""Mathematics -> Algebra -> Other""]",middle_european_mathematical_olympiad,correct,0,True,True,\frac{1}{2n},\(\frac{1}{2n}\),\frac{1}{2n},parsed,1,0.999,CONFIDENCE: 0.999,0.999,parsed,explicit_line,unit_interval,1,False,1.0,1.0,False,evaluation/output/interventions/deepseek-v4-pro_int1_Quant-100/cautious_eval.jsonl,1.0
deepseek-v4-pro,DeepSeek V4 Pro,1,"Single-turn, multi-step",Quant-100,$r_{100}$,quantitative,100.0,0.9900990099009901,1765,5.0,"[""Mathematics -> Algebra -> Algebra -> Equations and Inequalities"", ""Mathematics -> Applied Mathematics -> Math Word Problems""]",HMMT_11,correct,0,True,True,342,342,342,parsed,1,1.0,2. CONFIDENCE: 1.0,1.0,parsed,explicit_line,unit_interval,1,False,,,,evaluation/output/interventions/deepseek-v4-pro_int1_Quant-100/cautious_eval.jsonl,1.0
deepseek-v4-pro,DeepSeek V4 Pro,1,"Single-turn, multi-step",Quant-100,$r_{100}$,quantitative,100.0,0.9900990099009901,2673,7.0,"[""Mathematics -> Calculus -> Integral Calculus -> Techniques of Integration -> Single-variable"", ""Mathematics -> Algebra -> Algebra -> Equations and Inequalities""]",putnam,correct,0,True,True,\frac{3\pi}{8},\frac{3\pi}{8},\frac{3\pi}{8},parsed,1,1.0,2. CONFIDENCE: 1.0,1.0,parsed,explicit_line,unit_interval,1,False,,,,evaluation/output/interventions/deepseek-v4-pro_int1_Quant-100/cautious_eval.jsonl,1.0
deepseek-v4-pro,DeepSeek V4 Pro,1,"Single-turn, multi-step",Quant-100,$r_{100}$,quantitative,100.0,0.9900990099009901,1770,4.0,"[""Mathematics -> Applied Mathematics -> Statistics -> Probability -> Counting Methods -> Permutations""]",HMMT_11,correct,0,True,True,144,144,144,parsed,1,1.0,CONFIDENCE: 1.0,1.0,parsed,explicit_line,unit_interval,1,False,1.0,1.0,True,evaluation/output/interventions/deepseek-v4-pro_int1_Quant-100/cautious_eval.jsonl,1.0
deepseek-v4-pro,DeepSeek V4 Pro,1,"Single-turn, multi-step",Quant-100,$r_{100}$,quantitative,100.0,0.9900990099009901,613,5.25,"[""Mathematics -> Applied Mathematics -> Statistics -> Probability -> Counting Methods -> Combinations""]",HMMT_2,correct,0,True,True,20160,,,missing,0,,,,missing,none,none,0,False,0.995,0.995,,evaluation/output/interventions/deepseek-v4-pro_int1_Quant-100/cautious_eval.jsonl,
deepseek-v4-pro,DeepSeek V4 Pro,1,"Single-turn, multi-step",Quant-100,$r_{100}$,quantitative,100.0,0.9900990099009901,1774,4.5,"[""Mathematics -> Algebra -> Intermediate Algebra -> Complex Numbers""]",HMMT_11,correct,0,True,True,3,3,3,parsed,1,1,CONFIDENCE: 1,1.0,parsed,explicit_line,unit_interval,1,False,1.0,1.0,True,evaluation/output/interventions/deepseek-v4-pro_int1_Quant-100/cautious_eval.jsonl,1.0
deepseek-v4-pro,DeepSeek V4 Pro,1,"Single-turn, multi-step",Quant-100,$r_{100}$,quantitative,100.0,0.9900990099009901,873,1.0,"[""Mathematics -> Algebra -> Algebra -> Algebraic Expressions""]",pascal,abstained,1,True,False,\frac{1}{3}(3x)+\frac{2}{3}(9),,,missing,0,0,CONFIDENCE: 0,0.0,parsed,explicit_line,unit_interval,1,False,0.0,0.0,True,evaluation/output/interventions/deepseek-v4-pro_int1_Quant-100/cautious_eval.jsonl,
deepseek-v4-pro,DeepSeek V4 Pro,1,"Single-turn, multi-step",Quant-100,$r_{100}$,quantitative,100.0,0.9900990099009901,1758,5.0,"[""Mathematics -> Discrete Mathematics -> Combinatorics""]",HMMT_11,correct,0,True,True,225,,,missing,0,1.0,CONFIDENCE: 1.0,1.0,parsed,explicit_line,unit_interval,1,False,1.0,1.0,True,evaluation/output/interventions/deepseek-v4-pro_int1_Quant-100/cautious_eval.jsonl,
deepseek-v4-pro,DeepSeek V4 Pro,1,"Single-turn, multi-step",Quant-100,$r_{100}$,quantitative,100.0,0.9900990099009901,280,5.25,"[""Mathematics -> Applied Mathematics -> Statistics -> Probability -> Counting Methods -> Combinations"", ""Mathematics -> Number Theory -> Congruences""]",HMMT_2,correct,0,True,True,17,17,17,parsed,1,0.99,CONFIDENCE: 0.99,0.99,parsed,explicit_line,unit_interval,1,False,0.99,0.99,True,evaluation/output/interventions/deepseek-v4-pro_int1_Quant-100/cautious_eval.jsonl,1.0
deepseek-v4-pro,DeepSeek V4 Pro,1,"Single-turn, multi-step",Quant-100,$r_{100}$,quantitative,100.0,0.9900990099009901,855,2.5,"[""Mathematics -> Applied Mathematics -> Math Word Problems""]",fermat,correct,0,True,True,24,24**,24,parsed,1,1.0,**CONFIDENCE: 1.0,1.0,parsed,explicit_line,unit_interval,1,False,,,,evaluation/output/interventions/deepseek-v4-pro_int1_Quant-100/cautious_eval.jsonl,1.0
deepseek-v4-pro,DeepSeek V4 Pro,1,"Single-turn, multi-step",Quant-100,$r_{100}$,quantitative,100.0,0.9900990099009901,903,2.5,"[""Mathematics -> Geometry -> Plane Geometry -> Triangulations""]",cayley,correct,0,True,True,\frac{11}{3},\(\frac{11}{3}\),\frac{11}{3},parsed,1,1,CONFIDENCE: 1,1.0,parsed,explicit_line,unit_interval,1,False,1.0,1.0,True,evaluation/output/interventions/deepseek-v4-pro_int1_Quant-100/cautious_eval.jsonl,1.0
deepseek-v4-pro,DeepSeek V4 Pro,1,"Single-turn, multi-step",Quant-100,$r_{100}$,quantitative,100.0,0.9900990099009901,1534,5.0,"[""Mathematics -> Algebra -> Algebra -> Algebraic Expressions""]",HMMT_2,correct,0,True,True,153,153**,153,parsed,1,1.0,**CONFIDENCE: 1.0,1.0,parsed,explicit_line,unit_interval,1,False,,,,evaluation/output/interventions/deepseek-v4-pro_int1_Quant-100/cautious_eval.jsonl,1.0
deepseek-v4-pro,DeepSeek V4 Pro,1,"Single-turn, multi-step",Quant-100,$r_{100}$,quantitative,100.0,0.9900990099009901,1803,4.5,"[""Mathematics -> Geometry -> Plane Geometry -> Area"", ""Mathematics -> Calculus -> Integral Calculus -> Series -> Other""]",HMMT_11,correct,0,True,True,2-\frac{\pi}{2},\( 2 - \frac{\pi}{2} \),2 - \frac{\pi}{2},parsed,1,0.99,CONFIDENCE: \( 0.99,0.99,parsed,explicit_line,unit_interval,1,False,,,,evaluation/output/interventions/deepseek-v4-pro_int1_Quant-100/cautious_eval.jsonl,1.0
deepseek-v4-pro,DeepSeek V4 Pro,1,"Single-turn, multi-step",Quant-100,$r_{100}$,quantitative,100.0,0.9900990099009901,1794,5.0,"[""Mathematics -> Applied Mathematics -> Statistics -> Probability -> Other""]",HMMT_11,correct,0,True,True,5460,5460,5460,parsed,1,0.999,CONFIDENCE: 0.999,0.999,parsed,explicit_line,unit_interval,1,False,1.0,1.0,False,evaluation/output/interventions/deepseek-v4-pro_int1_Quant-100/cautious_eval.jsonl,1.0
deepseek-v4-pro,DeepSeek V4 Pro,1,"Single-turn, multi-step",Quant-100,$r_{100}$,quantitative,100.0,0.9900990099009901,258,4.5,"[""Mathematics -> Applied Mathematics -> Statistics -> Probability -> Counting Methods -> Combinations""]",HMMT_2,correct,0,True,True,10,10,10,parsed,1,1,CONFIDENCE: 1,1.0,parsed,explicit_line,unit_interval,1,False,1.0,1.0,True,evaluation/output/interventions/deepseek-v4-pro_int1_Quant-100/cautious_eval.jsonl,1.0
deepseek-v4-pro,DeepSeek V4 Pro,1,"Single-turn, multi-step",Quant-100,$r_{100}$,quantitative,100.0,0.9900990099009901,1938,4.0,"[""Mathematics -> Geometry -> Plane Geometry -> Triangles -> Other""]",HMMT_11,correct,0,True,True,\sqrt{3},\(\sqrt{3}\),\sqrt{3},parsed,1,1.0,2. CONFIDENCE: 1.0,1.0,parsed,explicit_line,unit_interval,1,False,,,,evaluation/output/interventions/deepseek-v4-pro_int1_Quant-100/cautious_eval.jsonl,1.0
deepseek-v4-pro,DeepSeek V4 Pro,1,"Single-turn, multi-step",Quant-100,$r_{100}$,quantitative,100.0,0.9900990099009901,1815,5.0,"[""Mathematics -> Geometry -> Plane Geometry -> Polygons"", ""Mathematics -> Algebra -> Algebra -> Equations and Inequalities""]",HMMT_11,correct,0,True,True,\frac{2}{9},\(\frac{2}{9}\)**,\frac{2}{9},parsed,1,1.0,**CONFIDENCE: 1.0,1.0,parsed,explicit_line,unit_interval,1,False,,,,evaluation/output/interventions/deepseek-v4-pro_int1_Quant-100/cautious_eval.jsonl,1.0
